"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2021/11/05","18:54","8.652","-","9.43"
"2021/11/05","19:00","8.777","-","9.58"
"2021/11/05","19:06","8.896","-","9.72"
"2021/11/05","19:12","9.009","-","9.82"
"2021/11/05","19:18","9.115","-","9.97"
"2021/11/05","19:24","9.214","-","10.08"
"2021/11/05","19:30","9.306","-","10.19"
"2021/11/05","19:36","9.391","-","10.33"
"2021/11/05","19:42","9.468","-","10.42"
"2021/11/05","19:48","9.537","-","10.48"
"2021/11/05","19:54","9.597","-","10.55"
"2021/11/05","20:00","9.649","-","10.62"
"2021/11/05","20:06","9.691","-","10.68"
"2021/11/05","20:12","9.724","-","10.7"
"2021/11/05","20:18","9.748","-","10.7"
"2021/11/05","20:24","9.762","-","10.71"
"2021/11/05","20:30","9.765","-","10.71"
"2021/11/05","20:36","9.758","-","10.71"
"2021/11/05","20:42","9.74","-","10.66"
"2021/11/05","20:48","9.711","-","10.62"
"2021/11/05","20:54","9.672","-","10.55"
"2021/11/05","21:00","9.621","-","10.45"
"2021/11/05","21:06","9.558","-","10.35"
"2021/11/05","21:12","9.485","-","10.29"
"2021/11/05","21:18","9.4","-","10.16"
"2021/11/05","21:24","9.303","-","10.06"
"2021/11/05","21:30","9.195","-","9.95"
"2021/11/05","21:36","9.076","-","9.82"
"2021/11/05","21:42","8.946","-","9.71"
"2021/11/05","21:48","8.805","-","9.56"
"2021/11/05","21:54","8.653","-","9.41"
"2021/11/05","22:00","8.491","-","9.23"
"2021/11/05","22:06","8.319","-","9.06"
"2021/11/05","22:12","8.137","-","8.89"
"2021/11/05","22:18","7.945","-","8.68"
"2021/11/05","22:24","7.745","-","8.48"
"2021/11/05","22:30","7.537","-","8.3"
"2021/11/05","22:36","7.32","-","8.11"
"2021/11/05","22:42","7.096","-","7.9"
"2021/11/05","22:48","6.865","-","7.71"
"2021/11/05","22:54","6.628","-","7.48"
"2021/11/05","23:00","6.384","-","7.26"
"2021/11/05","23:06","6.136","-","7.02"
"2021/11/05","23:12","5.882","-","6.8"
"2021/11/05","23:18","5.625","-","6.57"
"2021/11/05","23:24","5.364","-","6.35"
"2021/11/05","23:30","5.099","-","6.09"
"2021/11/05","23:36","4.832","-","5.84"
"2021/11/05","23:42","4.563","-","5.59"
"2021/11/05","23:48","4.293","-","5.34"
"2021/11/05","23:54","4.022","-","5.1"
"2021/11/06","00:00","3.75","-","4.86"
"2021/11/06","00:06","3.478","-","4.61"
"2021/11/06","00:12","3.207","-","4.38"
"2021/11/06","00:18","2.937","-","4.13"
"2021/11/06","00:24","2.669","-","3.87"
"2021/11/06","00:30","2.403","-","3.59"
"2021/11/06","00:36","2.14","-","3.35"
"2021/11/06","00:42","1.881","-","3.11"
"2021/11/06","00:48","1.625","-","2.84"
"2021/11/06","00:54","1.375","-","2.6"
"2021/11/06","01:00","1.13","-","2.35"
"2021/11/06","01:06","0.891","-","2.11"
"2021/11/06","01:12","0.658","-","1.86"
"2021/11/06","01:18","0.433","-","1.6"
"2021/11/06","01:24","0.216","-","1.34"
"2021/11/06","01:30","0.008","-","1.09"
"2021/11/06","01:36","-0.19","-","0.87"
"2021/11/06","01:42","-0.378","-","0.65"
"2021/11/06","01:48","-0.556","-","0.4"
"2021/11/06","01:54","-0.721","-","0.17"
"2021/11/06","02:00","-0.875","-","-0.03"
"2021/11/06","02:06","-1.016","-","-0.21"
"2021/11/06","02:12","-1.144","-","-0.36"
"2021/11/06","02:18","-1.258","-","-0.51"
"2021/11/06","02:24","-1.358","-","-0.68"
"2021/11/06","02:30","-1.443","-","-0.8"
"2021/11/06","02:36","-1.514","-","-0.91"
"2021/11/06","02:42","-1.57","-","-1.05"
"2021/11/06","02:48","-1.61","-","-1.13"
"2021/11/06","02:54","-1.636","-","-1.15"
"2021/11/06","03:00","-1.646","-","-1.18"
"2021/11/06","03:06","-1.641","-","-1.16"
"2021/11/06","03:12","-1.621","-","-1.12"
"2021/11/06","03:18","-1.587","-","-1.1"
"2021/11/06","03:24","-1.539","-","-1.03"
"2021/11/06","03:30","-1.476","-","-0.94"
"2021/11/06","03:36","-1.401","-","-0.84"
"2021/11/06","03:42","-1.312","-","-0.7"
"2021/11/06","03:48","-1.211","-","-0.55"
"2021/11/06","03:54","-1.099","-","-0.4"
"2021/11/06","04:00","-0.976","-","-0.26"
"2021/11/06","04:06","-0.842","-","-0.11"
"2021/11/06","04:12","-0.699","-","0.07"
"2021/11/06","04:18","-0.546","-","0.23"
"2021/11/06","04:24","-0.386","-","0.43"
"2021/11/06","04:30","-0.218","-","0.6"
"2021/11/06","04:36","-0.043","-","0.76"
"2021/11/06","04:42","0.138","-","0.94"
"2021/11/06","04:48","0.325","-","1.13"
"2021/11/06","04:54","0.516","-","1.3"
"2021/11/06","05:00","0.712","-","1.49"
"2021/11/06","05:06","0.912","-","1.69"
"2021/11/06","05:12","1.114","-","1.87"
"2021/11/06","05:18","1.32","-","2.07"
"2021/11/06","05:24","1.528","-","2.24"
"2021/11/06","05:30","1.737","-","2.45"
"2021/11/06","05:36","1.949","-","2.67"
"2021/11/06","05:42","2.161","-","2.87"
"2021/11/06","05:48","2.373","-","3.07"
"2021/11/06","05:54","2.587","-","3.27"
"2021/11/06","06:00","2.8","-","3.47"
"2021/11/06","06:06","3.013","-","3.64"
"2021/11/06","06:12","3.225","-","3.85"
"2021/11/06","06:18","3.436","-","4.04"
"2021/11/06","06:24","3.647","-","4.21"
"2021/11/06","06:30","3.855","-","4.45"
"2021/11/06","06:36","4.063","-","4.65"
"2021/11/06","06:42","4.268","-","4.84"
"2021/11/06","06:48","4.471","-","5"
"2021/11/06","06:54","4.672","-","5.19"
"2021/11/06","07:00","4.87","-","5.4"
"2021/11/06","07:06","5.064","-","5.56"
"2021/11/06","07:12","5.256","-","5.76"
"2021/11/06","07:18","5.444","-","5.89"
"2021/11/06","07:24","5.628","-","6.1"
"2021/11/06","07:30","5.807","-","6.25"
"2021/11/06","07:36","5.982","-","6.45"
"2021/11/06","07:42","6.152","-","6.62"
"2021/11/06","07:48","6.317","-","6.78"
"2021/11/06","07:54","6.477","-","6.97"
"2021/11/06","08:00","6.63","-","7.15"
"2021/11/06","08:06","6.777","-","7.29"
"2021/11/06","08:12","6.918","-","7.43"
"2021/11/06","08:18","7.051","-","7.59"
"2021/11/06","08:24","7.178","-","7.7"
"2021/11/06","08:30","7.296","-","7.85"
"2021/11/06","08:36","7.407","-","8.01"
"2021/11/06","08:42","7.509","-","8.12"
"2021/11/06","08:48","7.603","-","8.23"
"2021/11/06","08:54","7.688","-","8.35"
"2021/11/06","09:00","7.763","-","8.44"
"2021/11/06","09:06","7.829","-","8.52"
"2021/11/06","09:12","7.886","-","8.61"
"2021/11/06","09:18","7.932","-","8.67"
"2021/11/06","09:24","7.969","-","8.75"
"2021/11/06","09:30","7.995","-","8.73"
"2021/11/06","09:36","8.012","-","8.72"
"2021/11/06","09:42","8.018","-","8.8"
"2021/11/06","09:48","8.013","-","8.81"
"2021/11/06","09:54","7.998","-","8.8"
"2021/11/06","10:00","7.973","-","8.71"
"2021/11/06","10:06","7.939","-","8.65"
"2021/11/06","10:12","7.894","-","8.65"
"2021/11/06","10:18","7.839","-","8.61"
"2021/11/06","10:24","7.775","-","8.54"
"2021/11/06","10:30","7.702","-","8.41"
"2021/11/06","10:36","7.62","-","8.3"
"2021/11/06","10:42","7.529","-","8.22"
"2021/11/06","10:48","7.43","-","8.11"
"2021/11/06","10:54","7.324","-","8.04"
"2021/11/06","11:00","7.211","-","7.9"
"2021/11/06","11:06","7.091","-","7.83"
"2021/11/06","11:12","6.964","-","7.68"
"2021/11/06","11:18","6.832","-","7.53"
"2021/11/06","11:24","6.694","-","7.42"
"2021/11/06","11:30","6.552","-","7.28"
"2021/11/06","11:36","6.406","-","7.14"
"2021/11/06","11:42","6.255","-","7.02"
"2021/11/06","11:48","6.102","-","6.91"
"2021/11/06","11:54","5.945","-","6.74"
"2021/11/06","12:00","5.787","-","6.62"
"2021/11/06","12:06","5.626","-","6.47"
"2021/11/06","12:12","5.465","-","6.35"
"2021/11/06","12:18","5.302","-","6.17"
"2021/11/06","12:24","5.139","-","6"
"2021/11/06","12:30","4.976","-","5.83"
"2021/11/06","12:36","4.813","-","5.66"
"2021/11/06","12:42","4.651","-","5.52"
"2021/11/06","12:48","4.491","-","5.39"
"2021/11/06","12:54","4.332","-","5.24"
"2021/11/06","13:00","4.176","-","5.11"
"2021/11/06","13:06","4.022","-","4.96"
"2021/11/06","13:12","3.872","-","4.86"
"2021/11/06","13:18","3.726","-","4.69"
"2021/11/06","13:24","3.584","-","4.61"
"2021/11/06","13:30","3.447","-","4.45"
"2021/11/06","13:36","3.315","-","4.34"
"2021/11/06","13:42","3.19","-","4.21"
"2021/11/06","13:48","3.071","-","4.05"
"2021/11/06","13:54","2.959","-","3.95"
"2021/11/06","14:00","2.855","-","3.87"
"2021/11/06","14:06","2.76","-","3.75"
"2021/11/06","14:12","2.673","-","3.67"
"2021/11/06","14:18","2.595","-","3.59"
"2021/11/06","14:24","2.528","-","3.48"
"2021/11/06","14:30","2.471","-","3.46"
"2021/11/06","14:36","2.424","-","3.41"
"2021/11/06","14:42","2.389","-","3.33"
"2021/11/06","14:48","2.366","-","3.33"
"2021/11/06","14:54","2.354","-","3.27"
"2021/11/06","15:00","2.354","-","3.26"
"2021/11/06","15:06","2.366","-","3.28"
"2021/11/06","15:12","2.39","-","3.34"
"2021/11/06","15:18","2.426","-","3.4"
"2021/11/06","15:24","2.474","-","3.47"
"2021/11/06","15:30","2.534","-","3.5"
"2021/11/06","15:36","2.606","-","3.67"
"2021/11/06","15:42","2.689","-","3.75"
"2021/11/06","15:48","2.783","-","3.77"
"2021/11/06","15:54","2.887","-","3.85"
"2021/11/06","16:00","3.001","-","3.96"
"2021/11/06","16:06","3.124","-","4.06"
"2021/11/06","16:12","3.256","-","4.18"
"2021/11/06","16:18","3.397","-","4.33"
"2021/11/06","16:24","3.544","-","4.5"
"2021/11/06","16:30","3.699","-","4.63"
"2021/11/06","16:36","3.859","-","4.78"
"2021/11/06","16:42","4.025","-","4.96"
"2021/11/06","16:48","4.196","-","5.14"
"2021/11/06","16:54","4.371","-","5.22"
"2021/11/06","17:00","4.549","-","5.39"
"2021/11/06","17:06","4.73","-","5.54"
"2021/11/06","17:12","4.912","-","5.71"
"2021/11/06","17:18","5.097","-","5.91"
"2021/11/06","17:24","5.282","-","6.1"
"2021/11/06","17:30","5.467","-","6.29"
"2021/11/06","17:36","5.653","-","6.43"
"2021/11/06","17:42","5.838","-","6.61"
"2021/11/06","17:48","6.022","-","6.79"
"2021/11/06","17:54","6.205","-","6.96"
"2021/11/06","18:00","6.386","-","7.1"
"2021/11/06","18:06","6.565","-","7.28"
"2021/11/06","18:12","6.742","-","7.39"
"2021/11/06","18:18","6.917","-","7.55"
"2021/11/06","18:24","7.088","-","7.74"
"2021/11/06","18:30","7.257","-","7.88"
"2021/11/06","18:36","7.422","-","8.08"
"2021/11/06","18:42","7.584","-","8.27"
"2021/11/06","18:48","7.742","-","8.48"
"2021/11/06","18:54","7.897","-","8.62"
"2021/11/06","19:00","8.047","-","8.74"
"2021/11/06","19:06","8.194","-","8.92"
"2021/11/06","19:12","8.336","-","9.04"
"2021/11/06","19:18","8.473","-","9.16"
"2021/11/06","19:24","8.605","-","9.31"
"2021/11/06","19:30","8.733","-","9.46"
"2021/11/06","19:36","8.855","-","9.59"
"2021/11/06","19:42","8.972","-","9.73"
"2021/11/06","19:48","9.083","-","9.91"
"2021/11/06","19:54","9.188","-","10.08"
"2021/11/06","20:00","9.287","-","10.18"
"2021/11/06","20:06","9.379","-","10.29"
"2021/11/06","20:12","9.465","-","10.36"
"2021/11/06","20:18","9.543","-","10.44"
"2021/11/06","20:24","9.614","-","10.53"
"2021/11/06","20:30","9.678","-","10.64"
"2021/11/06","20:36","9.733","-","10.68"
"2021/11/06","20:42","9.78","-","10.76"
"2021/11/06","20:48","9.819","-","10.8"
"2021/11/06","20:54","9.848","-","10.77"
"2021/11/06","21:00","9.869","-","10.79"
"2021/11/06","21:06","9.879","-","10.81"
"2021/11/06","21:12","9.88","-","10.86"
"2021/11/06","21:18","9.871","-","10.93"
"2021/11/06","21:24","9.852","-","10.9"
"2021/11/06","21:30","9.822","-","10.79"
"2021/11/06","21:36","9.781","-","10.59"
"2021/11/06","21:42","9.73","-","10.5"
"2021/11/06","21:48","9.667","-","10.42"
"2021/11/06","21:54","9.593","-","10.32"
"2021/11/06","22:00","9.508","-","10.32"
"2021/11/06","22:06","9.411","-","10.18"
"2021/11/06","22:12","9.303","-","10.08"
"2021/11/06","22:18","9.184","-","9.93"
"2021/11/06","22:24","9.054","-","9.8"
"2021/11/06","22:30","8.913","-","9.6"
"2021/11/06","22:36","8.761","-","9.5"
"2021/11/06","22:42","8.598","-","9.31"
"2021/11/06","22:48","8.425","-","9.13"
"2021/11/06","22:54","8.242","-","8.93"
"2021/11/06","23:00","8.05","-","8.69"
"2021/11/06","23:06","7.848","-","8.54"
"2021/11/06","23:12","7.638","-","8.36"
"2021/11/06","23:18","7.419","-","8.19"
"2021/11/06","23:24","7.193","-","7.97"
"2021/11/06","23:30","6.96","-","7.72"
"2021/11/06","23:36","6.719","-","7.58"
"2021/11/06","23:42","6.473","-","7.37"
"2021/11/06","23:48","6.221","-","7.17"
"2021/11/06","23:54","5.965","-","6.93"
